field, Pi-full, Si-full,Pi-Si, Pi-Pi, Si-Si, Si,-Pi, XMCD, LC,RC 
53 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
54 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
55 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
56 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
57 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
58 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
59 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
60 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
61 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
62 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
63 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
64 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
65 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
66 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
67 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
68 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
69 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
70 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
71 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
72 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
73 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
74 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
75 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
76 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
77 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
